MEd,beff,bw,h,hf,fi,fck,fi_str,cnom,rods_layer1,rods_layer2,rods_compression
1068.0865805710473,1446.0045382825015,978.6895430680751,703.7419381535134,482.09791194416755,14,16,8,27.615020462627932,27,0,0
230.09910828602727,1063.1730146849034,120.5620192530986,1115.717870527043,1046.8922123829002,16,40,14,32.41709589792081,2,1,0
871.4612888757612,1487.9572865632524,339.72776521170476,1494.6389154170242,1275.9616118131007,20,40,18,47.84078027633661,5,0,0
4143.568565521774,1898.9794770479673,1441.0644533846857,525.6191158162454,193.00798186076022,32,40,10,40.317708202799224,21,16,3
6673.8372480917715,1741.3665919753603,1329.3767903750122,883.2212326363949,688.5161468824372,22,35,18,33.696046558354446,29,28,0
2871.124807457498,1177.9725473219419,1120.5677712339289,1072.2035269314392,943.1145191702408,20,50,18,57.622702491885065,23,0,0
1130.1514927536543,561.2042293686031,212.23164737198553,1368.9284010381,695.8794182913558,28,40,14,21.286676728757573,3,1,0
8931.5409438081,1969.1879874750446,1488.6254554975135,1469.5684742416743,358.6855683672072,22,20,18,22.98340306396463,33,9,0
29.78774788199918,1421.61967567103,1266.63400594119,1477.6026148995768,553.5911878549571,25,40,10,50.1086649164842,1,0,0
4013.617593683993,1802.1011668649644,1488.9154957266492,942.9957000434382,659.1686363024613,18,16,8,33.98349293075902,37,11,0
3495.058802841477,1853.149543865161,1790.6128405023023,868.8846924897982,449.5773085263954,22,40,20,29.354019847050683,28,0,0
5694.397899354689,1639.3159868826838,710.3193649148834,1422.2995915922525,875.4570987456752,28,40,20,33.83957402628203,11,6,0
3420.917211952331,1293.9282283608136,1187.333489372216,1030.1846183611406,540.4265409502336,28,16,14,23.198612408845687,16,0,0
3027.7442413029767,1952.8826700995942,1323.944996969573,1260.151896646788,211.76214153072775,16,35,14,54.28335550640649,30,0,0
6936.387749410753,1345.5953924062119,1035.6387610545862,1306.78135528776,939.5954174026539,28,16,8,21.418349040768724,18,7,0
399.1886895424031,1268.8764124452757,1003.2520347065871,1086.8626016546714,541.758493483651,16,16,10,35.93951224890773,5,0,0
4838.3855079570385,1733.5018592898693,1186.5160660481451,1424.7410338906925,375.88976818049895,28,20,8,48.72044515349771,15,0,0
1586.9721866773875,1758.591222211132,421.3908162182744,1226.526186406029,563.2124816069834,32,45,12,33.11277564363272,4,0,0
6098.474523603039,1568.5582930321395,1088.7030310102873,1248.7145037111843,545.8849657125884,32,16,14,59.51862172365111,15,3,0
1465.231687656604,1330.4712560264243,1179.9747102244419,1111.0610329430374,707.3891092518409,25,30,14,28.587818476995558,7,0,0
3362.3234212024668,1320.8889296434158,1118.0136943422099,1010.6690534555034,366.6255904070637,22,40,14,37.16674796016143,23,0,0
423.9456478433421,1313.1337741091227,608.4728477162373,1242.4042247261223,649.280702494285,25,35,16,38.7346454736666,2,0,0
427.32020936589714,1213.9114638448136,669.2514080283848,949.4929297540964,238.4686737961347,12,20,14,52.08352688311375,11,0,0
3434.0374345201103,1863.290557797926,1425.3833501053707,529.2730280392791,123.77268030090842,22,45,12,39.21598473464811,31,22,0
1267.1422621725253,1491.9399196727384,1178.8162740394905,1403.5469062843388,1227.0030615288256,25,16,20,49.70923459835996,5,0,0
5111.428225037497,1188.4658392681229,1080.5406169801008,1421.379654356131,1226.4619360309473,18,30,18,33.38308641587729,27,10,0
1069.7153644613447,874.8209497514185,856.4139624469948,1103.762474641915,844.8113057082074,20,45,14,31.053362179298144,8,0,0
3814.949864955629,1786.1060795972874,1537.1749653586671,1485.1708393446636,345.7903425658664,18,25,20,57.493222670785336,26,0,0
1497.1067355227135,1797.784918324002,1445.6881997179594,678.2799690894151,409.3016271922595,22,35,10,21.38828622139207,15,0,0
2706.6856137702443,1008.0013274353488,611.2500409176728,1008.6334277430695,912.715241714083,25,45,14,36.857890090713454,11,4,0
2515.9172415235817,1011.8078987861445,403.6277191978678,1287.5434667346212,734.4051060477188,32,35,14,52.090921277993296,5,2,0
665.9960083215171,1549.4227819789246,1073.6984984844225,1227.3314054829884,1066.0154155943605,28,20,10,41.66319421190369,3,0,0
1046.0806842682862,784.8404303442501,345.2177602885431,1378.8097934657974,499.38745994432145,22,40,12,37.46516146041995,5,0,0
287.16965880426113,1385.3186637188726,1381.6743426167168,1075.3184802454798,595.1121538604434,12,35,12,53.73873786790061,6,0,0
3500.4089250565553,949.1671712843751,554.4980177586035,1452.1540794565403,1432.7023629867977,20,25,18,24.966043386439026,13,7,0
375.9715555756971,1650.778217196558,809.728430658161,1353.4647455952127,1270.1725078915915,8,50,10,52.37963862025078,14,0,0
9202.881168991677,1525.9741472255303,1375.9528854495604,1343.9115305831622,794.631133522886,20,25,12,23.263847411666994,33,26,0
712.553096939237,497.0866815928353,463.9588758694075,1313.9431291021483,861.4398443748015,22,16,10,31.85156733466539,4,0,0
3066.6783605271603,1994.704591945519,1901.3276717177177,756.8275579088737,409.81459601652074,32,25,8,54.29327732251313,15,0,0
759.4061494182585,1967.296616869794,1853.9748081173943,1489.9770172307542,541.3926554743077,14,40,8,48.284939113203116,8,0,0
6616.6507652704,1642.290605386335,1546.8410783575612,1289.0749150501806,386.0101511715346,25,25,16,44.323539345896634,28,0,0
1681.050090500753,1788.8901263870096,1652.2984932742968,673.0188024767806,181.0594004714659,32,25,18,35.842782045456545,9,0,0
1180.5787004327526,1684.7992672000307,734.574808814623,960.6104450561882,212.38811868558673,14,20,8,54.58048193497387,18,3,0
6367.410845619267,1422.6080911854165,1283.7901687828212,942.6037778402726,142.5130943739186,25,40,8,45.73056184014053,24,15,0
2253.5490087897892,469.48360728167154,383.50712597812117,1463.746674658074,1217.113517518372,18,45,10,22.215334182370935,9,6,0
3405.4892724825777,1583.8226513190796,960.0693486829093,1341.7128665716104,1076.828229674912,32,25,16,24.036503913559102,8,0,0
4674.846847504028,1664.939702954035,1254.2505450397475,1092.8197605337705,992.6605567754159,28,30,16,41.59158578134452,19,0,0
1678.9147744384031,1709.311049916189,1478.298658523221,1445.0491079197227,894.0305231746363,18,35,10,40.134999197728824,12,0,0
7498.554687382432,1733.6004790138102,1010.3215370165266,1157.4125722623628,505.65871419562984,25,25,20,29.67531958269554,19,18,0
7720.921055428587,1073.9458357472795,1007.0314488275388,1314.4309004197348,1064.4079911624024,32,35,10,24.90388336670312,15,5,0
1190.2824005603495,1611.0799733572283,591.4386385878056,905.5931794192575,698.4991531555626,32,25,18,55.973293457281315,5,0,0
2508.375674644303,1479.3084849322481,1221.8510532995995,1224.9441891492197,831.5872810350513,28,40,10,42.8744039130045,9,0,0
8262.662368578607,1737.7963997447332,920.6163315802767,1464.4303099041506,337.2547059689325,32,40,12,31.869707167310068,13,5,0
4200.939416605501,1444.6220851706091,1149.2552886526453,1353.4646051277002,367.3264945244694,32,40,10,39.20756634300041,10,0,0
1322.045766665744,922.3815108363568,655.1474765723718,597.1515113938251,124.59791090672553,16,45,20,44.61977665739153,16,16,0
564.2626676671257,1605.53466035503,868.3816498002542,957.6326063665806,843.7712623372706,12,45,14,42.192693370745204,13,0,0
3219.0762973313526,1501.6483920975177,1354.3231513854923,1274.6336179610175,1090.6233148329802,20,25,20,24.22275373152368,21,0,0
1583.401373068255,1290.4327117067685,1149.7111674382718,1029.1078243177694,292.4595277396102,20,35,10,22.15610829312268,13,0,0
756.2563796427836,1814.4295460709975,1794.0211208312346,667.7820994284747,568.4285376735272,10,50,18,57.7648653365945,39,0,0
1687.1018008275428,1118.1590668257804,1077.047018200364,1452.1355910690831,840.031427779757,18,40,20,36.92291039245306,12,0,0
2277.777679027095,1521.6542572502551,1111.769162258838,1332.9376165810431,985.4145258545669,28,45,20,32.95394006921289,7,0,0
8669.806625034482,1949.8451620400122,1849.8529791190479,1407.121931508309,1384.5844349193655,28,20,8,45.01494459724414,27,0,0
4169.480678914804,733.5557626261683,573.0877403493703,1322.7470972907156,246.9144099186094,25,40,16,23.81280698395247,11,6,0
4680.354176180025,1571.3386073113509,1012.8645607198424,910.1573190253349,401.1177273229393,22,50,16,58.9180723642328,20,17,0
1193.5557712909083,1583.2462221125238,915.1129931125463,991.1130807624069,576.1165632215022,32,25,14,27.133992403127678,4,0,0
3041.890599525013,1069.571611495071,784.6657983410249,1215.3125074368115,107.7277957118598,22,50,16,42.502398748045096,16,1,0
2368.711383183791,1760.0331673318394,1301.2338947263554,1113.2536797336134,377.6511243016471,20,50,20,56.73363376115275,18,0,0
285.70639591290177,1828.976102490498,519.6536556008875,1473.8343622918153,312.33185187949954,22,20,14,46.89795419293733,2,0,0
6620.019654265593,1662.2731486234472,923.4888006975478,1477.8491180213587,876.8317737898312,18,45,8,47.118388877071375,22,22,0
1949.9297775143045,1597.6007184295365,1452.2028733521418,1080.5777748901937,134.6897514851053,22,25,20,54.81961820714017,13,0,0
1707.5286249033295,1874.8532059912209,1146.5998312987792,1333.2925488888661,1116.0833011622997,12,20,14,41.79776134964959,28,0,0
592.7982587573299,1483.1910633840014,392.57837419026686,858.8952991075123,343.66141768340356,25,30,20,31.93006894292827,4,0,0
1420.421766397145,1030.0814029718865,935.4418346228912,1466.080135819653,1159.1403197046445,10,25,8,31.022345508788796,29,1,0
6972.427502245551,1990.794056881043,1916.6282681683301,1373.7747188839185,1065.4851285397501,20,50,12,58.886872287757235,41,0,0
3763.633761811024,1982.4951088990847,929.5351713702607,1099.266383670822,909.4332698114828,32,20,8,40.49400169146928,12,0,0
4174.066808031041,1945.3174066223976,480.95762317591914,1484.5402767707183,1278.3596264019527,28,40,8,56.672912139111,7,5,0
972.8391520037381,901.8360944416364,633.7092266557232,1158.5418913736041,213.97870559811724,16,45,8,40.00578870037336,11,0,0
7849.111798095578,1733.9642342135767,1097.0811433812394,1440.5295204541462,550.6354556530612,32,40,8,22.0011220421004,16,1,0
1631.354775321143,1972.7074150353308,1002.9430313160937,691.4239515014833,155.1045812007296,32,35,20,24.02436618106131,8,0,0
7560.685719292163,1992.3510127063603,1200.6856889167464,1062.654489610395,350.2504441125826,28,35,18,27.73737605478538,20,11,0
6943.135504946271,1809.6704839670863,1384.8948010928239,1481.8448814505616,1370.586688469942,18,45,20,52.149756047581036,34,13,0
1856.2662684921784,867.7021607693908,474.81250416114057,1396.9632899963615,414.405131994405,14,16,20,38.08770072575885,12,11,0
2043.379267465719,1580.7632215441674,1044.574958514741,1047.0659783825145,159.51572648441618,20,35,20,42.620941450196405,16,0,0
6591.099602749301,1907.586946267135,1760.4318102470806,1433.993003673945,1221.6196473433047,12,25,20,32.960736202265664,53,51,0
3453.323844638878,1975.1866648436421,1344.526299778289,1397.130208024293,556.9027808371594,28,30,10,43.36461368846382,10,0,0
2112.2783248734086,1550.9642100891397,1044.885781587631,1290.119932490407,344.48448120556577,22,16,14,28.623393524603085,11,0,0
1503.4482020806595,1861.899659355478,313.7057756090662,1487.533529495904,614.0183619572949,18,30,12,52.412919031326076,6,4,0
7720.004372092167,1910.8041571142821,1846.8713835075523,1499.214864472287,1041.8231830073275,20,20,14,54.46997718152672,43,1,0
448.3444809045796,1792.2913461239573,1436.3564200806745,1408.5187428709746,1233.3149959329191,12,20,18,57.70048657070948,7,0,0
6971.106274787202,1919.3802821189156,1329.179788658982,1327.8975603903568,1166.8970380461824,28,16,20,22.925528571342618,23,1,0
2837.0601456605577,1751.7083364589182,1105.7370244399572,778.606200489496,320.1544303615101,18,45,8,41.798956501066534,27,11,0
3779.7653713080585,527.5614577639043,447.1902492446613,1480.0345361029433,1169.168681720353,28,45,14,49.9135377703298,6,5,0
2341.826248486474,1935.7744350516791,432.2902949604889,1327.8378646961678,696.1196389811105,22,50,18,25.95985503898855,9,3,0
4102.1130678117015,1528.5545931329689,1429.38931464395,949.6969287233939,115.91117000534817,16,25,18,28.023576780872222,38,21,0
925.0985368834313,1455.3343678831177,686.3378954244565,1445.5637655978232,429.71210632416125,8,35,20,43.76596977441089,22,9,0
1195.8950716405197,915.0647338405557,490.9976440497433,1383.2380557281344,467.17430861146556,32,35,8,56.45729888784838,3,0,0
2101.5158013558103,1015.891780521497,710.4128227083766,1468.5656952949687,410.71774929199006,22,50,20,54.625542428357534,10,0,0
3386.6174314844216,1508.3380001987732,1091.0361612267827,1493.0174216987593,1116.5268735942172,18,20,18,47.69405889692317,23,0,0
577.9958723496609,1929.1918515524403,1126.1579805687447,1486.9670918138504,841.5668986687576,32,20,14,37.71254222962895,2,0,0
3665.5307921069393,1388.3100179276105,1379.9627911057148,1232.717714796443,317.2434905733249,32,45,18,48.185938958391716,10,0,0
147.0822863150195,1070.7628795537244,594.1713783371584,1464.9143116182017,516.9794185647568,18,45,10,48.743890070921765,1,0,0
2036.782640268061,1614.2495982245193,868.7057815450047,1408.0978801550375,1322.464450041524,28,25,12,26.58965839093051,6,0,0
5612.456133300272,1909.002811914358,1298.035233290693,1474.2854949251248,410.5652023653618,18,25,12,22.766068978026773,33,5,0
4008.316874604768,1466.4671688181722,1450.6569441070615,1277.0301233736388,557.8074402718778,32,35,18,25.06331494969917,10,0,0
1203.0599134506544,1527.1652169531726,879.3333926992767,1418.620298418717,893.2889048464043,12,45,8,42.230262191849064,19,0,0
7646.607697637961,1749.4193466091012,1214.872803268031,1416.404361192202,1115.162396209858,22,25,18,29.11558613221828,26,11,0
5926.941054868918,1881.0006382793533,1078.1938873397044,1245.0045956662345,771.3924996919667,20,45,12,22.65675683200439,26,12,0
2261.8729805556686,1473.6238329723813,1045.6832606422674,1003.7640075043712,670.9952633089763,28,35,12,53.68639200613857,10,0,0
1153.4472433422113,1386.8094544702567,1375.2123715539276,876.9057025188074,772.4984874926084,12,35,16,30.497500378622775,30,0,0
239.16361851958158,1992.8654571587992,498.9542972248605,1216.6076911701634,237.8040835310236,16,35,16,43.62898915485745,3,0,0
5738.867325183199,1950.0403486477435,1769.2368515057096,967.749501337951,921.1333826365858,32,16,20,27.547284026567475,23,0,0
2552.1881012264876,1667.5592852782042,930.5919327757546,1421.938358746601,209.81467695621896,14,50,16,47.97006010592716,25,4,0
789.1350232901159,1880.3281178981965,1832.1326237127023,621.6737309062095,159.2666296638636,16,16,14,25.22843472141431,17,0,0
1506.593708666821,1539.22506492559,944.5307968141454,1021.8183090041874,924.9210481320754,28,16,8,42.642661890525325,7,0,0
5466.190903422871,1046.7662080553127,1039.2491128381598,1420.1315629838236,722.010653596073,20,45,16,51.19909897458357,23,9,0
7572.078527455015,1993.7382206884265,1677.5071965922546,1047.8533848170553,1013.9069809884692,28,35,12,20.675580496226146,29,2,0
